tweet_id;screenname;city;date;text;source;reply_to;is_quote;retweetet_count;favorited_count;hashtags;retweeted_text;retweeted_user
930010582652211200;Stadt_Gladbeck;Gladbeck;2017-11-13 09:52:56;b'Den Gl\xc3\xbcckw\xc3\xbcnschen schlie\xc3\x9fen wir uns nat\xc3\xbcrlich an und sagen alles Gute f\xc3\xbcr die Zukunft! https://t.co/fOTov5gwY7';Facebook;;False;0;0;;;
930003335633096706;Stadt_Gladbeck;Gladbeck;2017-11-13 09:24:08;b'Wichtige Info f\xc3\xbcr alle, die in dieser Woche etwas im Rathaus erledigen m\xc3\xb6chten:';Facebook;;False;0;0;;;
