tweet_id;screenname;city;date;text;source;reply_to;is_quote;retweetet_count;favorited_count;hashtags;retweeted_text;retweeted_user;is_retweet
930761595063537665;StadtnetzRade;Radevormwald;2017-11-15 11:37:11;b'RT @KuhnEdelstahl: Auch in Zukunft Perspektiven bieten: 19 freie Stellen und neue Ausbildungspl\xc3\xa4tze\n#freieStellen #Bewerbung #Ausbildung #J\xe2\x80\xa6';Twitter Web Client;;False;1;0;freieStellen,Bewerbung,Ausbildung;"Auch in Zukunft Perspektiven bieten: 19 freie Stellen und neue Ausbildungsplätze
#freieStellen #Bewerbung #Ausbildung #JobmitZukunft
https://t.co/TRkIF7zlju https://t.co/AMRKBCM6Oo";Kuhn-Edelstahl;True
