tweet_id;screenname;city;date;text;source;reply_to;is_quote;retweetet_count;favorited_count;hashtags;retweeted_text;retweeted_user;is_retweet
938417800833589248;grevenbroich;Grevenbroich;2017-12-06 14:40:13;b'#Jugendsch\xc3\xb6ffen gesucht https://t.co/X59BWqQnnV';Twitter Web Client;;False;0;0;Jugendschöffen;;;False
935072222070353921;grevenbroich;Grevenbroich;2017-11-27 09:06:05;b'#Erzieher (m/w) als st\xc3\xa4ndig vertretende Leitung #KITA Kapellen gesucht https://t.co/55n74mEf9X';Twitter Web Client;;False;0;0;Erzieher,KITA;;;False
