tweet_id;screenname;city;date;text;source;reply_to;is_quote;retweetet_count;favorited_count;hashtags;retweeted_text;retweeted_user
930075052430651392;bocholter_city;Bocholt;2017-11-13 14:09:07;"b'Integration: Kongress \xc3\xbcber ""Vielfalt in #Bocholt"" - Mo., 4. Dezember 2017, 18 Uhr, Quartierscampus Ben\xc3\xb6lkenplatz // Vielfalt ver\xc3\xa4ndert Bocholt \xe2\x80\x93 Was jetzt in den Quartieren zu tun ist // Jetzt anmelden https://t.co/FLBcxZtLxE https://t.co/YWizL0qtwS'";dlvr.it;;False;0;0;Bocholt;;
930025338683326464;bocholter_city;Bocholt;2017-11-13 10:51:34;b'#Bocholt sucht Friedensbotschafter - Kostenlose Fotoaktion am Ben\xc3\xb6lkenplatz am Mittwoch, 15. November, 15-18 Uhr // Ausstellung geplant https://t.co/VEIPGqWPX5 https://t.co/WjHc37ErX4';dlvr.it;;False;0;0;Bocholt;;
