tweet_id;screenname;city;date;text;source;reply_to;is_quote;retweetet_count;favorited_count;hashtags;retweeted_text;retweeted_user;is_retweet
934031919188185088;stadt_willich;Willich;2017-11-24 12:12:17;b'Es brennt - und jetzt? Seminarreihe an Schulen in Sachen #Notfallmanagement... (plu)  https://t.co/8OThzQEmqS https://t.co/M2Cl7npduk';Twitter Web Client;;False;0;0;Notfallmanagement;;;False
933592556532895744;stadt_willich;Willich;2017-11-23 07:06:25;b'#Stellenangebot online - wir suchen: SystemtechnikerIn,  BauzeichnerIn, BauingenierIn, KoordinatorIn. Einfach reinschauen unter https://t.co/nEE6MNEgKl und bewerben. (J) #Stellenanzeige #Willich';Twitter Web Client;;False;1;0;Stellenangebot,Stellenanzeige,Willich;;;False
932976619316219904;stadt_willich;Willich;2017-11-21 14:18:54;b'#Turmblasen - diesmal nicht vom Turm: Am 25. Dezember weihnachtliche Kl\xc3\xa4nge am #SchlossNeersen... (plu)  \n https://t.co/k6PNMWIFpa https://t.co/bqzH2hEGMx';Twitter Web Client;;False;0;0;Turmblasen,SchlossNeersen;;;False
